Ação,"Quantidade de Ações Compradas","Preço de Fechamento no último dia da matriz de transição (R$)","Data Inicial Da Matriz de Transição","Data Final Da Matriz de Transição","Data da venda no mês seguinte","Preço mês seguinte (R$)","Valor Total Disponível","Valor Total Utilizado na Compra","Valor Total na Venda"
ALPA4,9.39,10.65,31/Oct/2010,31/Dec/2010,2011-Jan-29,11.09
